Orthogroup	111	GCF_017603965.1_ASM1760396v1_protein	GCF_022117535.1_ASM2211753v1_protein	GCF_900379835.1_GBBC_2088_protein	GCF_900380015.1_JVD-0051_protein	GCF_900380035.1_NCPPB_1822_protein	GCF_900380065.1_PD_2659_protein	GCF_900380085.1_PD_2662_protein	GCF_900380095.1_PD_2905_protein	GCF_900380115.1_PD_4314_protein	GCF_900380125.1_PD_3160_protein	GCF_900380135.1_PD_4932_protein	GCF_900380145.1_PD_4634_protein	GCF_900380235.1_PD_885_protein
OG0002804				WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1	WP_231892759.1
OG0002805				WP_231892764.1	WP_231892764.1	WP_231895648.1	WP_231892764.1	WP_231895648.1	WP_231892764.1	WP_231892764.1	WP_231892764.1	WP_231892764.1	WP_231892764.1	WP_231892764.1
OG0002806				WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1	WP_231892768.1
OG0002807				WP_231895757.1	WP_002809184.1	WP_088062234.1	WP_002809184.1	WP_088062234.1	WP_002809184.1	WP_002809184.1	WP_002809184.1	WP_002809184.1	WP_002809184.1	WP_002809184.1
OG0002808				WP_234410052.1	WP_108834759.1	WP_088061492.1	WP_002801732.1	WP_088061492.1	WP_108834759.1	WP_002801732.1	WP_002801732.1	WP_002801732.1	WP_002801732.1	WP_002801732.1
OG0002809				WP_234410103.1	WP_002802296.1	WP_088061575.1	WP_002802296.1	WP_088061575.1	WP_002802296.1	WP_002802296.1	WP_234410103.1	WP_234410103.1	WP_002802296.1	WP_002802296.1
OG0002810				WP_234416796.1	WP_040762874.1	WP_231895686.1	WP_234419609.1	WP_231895686.1	WP_040762874.1	WP_040762874.1	WP_040762874.1	WP_040762874.1	WP_040762874.1	WP_040762874.1
OG0002811				WP_234418089.1	WP_172402118.1	WP_172402118.1	WP_172402118.1	WP_172402118.1	WP_002812679.1	WP_002812679.1	WP_172402118.1	WP_172402118.1	WP_172402118.1	WP_002812679.1
OG0002812				WP_234421179.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1	WP_082244268.1
OG0002813				WP_234421198.1, WP_276527049.1	WP_040762816.1	WP_040762816.1	WP_040762816.1	WP_040762816.1	WP_040762816.1	WP_301931005.1	WP_040762816.1	WP_234410096.1		WP_040762816.1
OG0002814				WP_234421233.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1	WP_108772754.1
OG0002815				WP_250637300.1	WP_250637300.1	WP_254217977.1	WP_250637300.1	WP_254217977.1	WP_250637300.1	WP_250637300.1	WP_250637300.1	WP_250637300.1	WP_250637300.1	WP_250637300.1
OG0002816				WP_257784592.1	WP_257784592.1	WP_269456804.1	WP_257784592.1	WP_269456804.1	WP_257784592.1	WP_257784592.1	WP_257784592.1	WP_257784592.1	WP_257784592.1	WP_257784592.1
OG0002817				WP_257784594.1	WP_269456799.1	WP_269456799.1	WP_257784594.1	WP_269456799.1	WP_269456799.1	WP_257784594.1	WP_257784594.1	WP_257784594.1	WP_257784594.1	WP_257784594.1
OG0002818				WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1	WP_257784595.1
OG0002819							WP_002805369.1	WP_002804311.1	WP_002804311.1	WP_002804311.1, WP_002805369.1	WP_002804311.1, WP_002805369.1	WP_002804311.1, WP_002805369.1	WP_002805369.1	WP_002805369.1
OG0002820	WP_244170787.1	WP_208587586.1	WP_208587586.1				WP_145954081.1	WP_134656644.1		WP_145954081.1	WP_145954081.1	WP_145954081.1	WP_145954081.1	WP_145954081.1
OG0002821		WP_208586298.1, WP_208586473.1, WP_208586748.1, WP_208587284.1, WP_208587669.1, WP_208587675.1, WP_208589608.1, WP_208590298.1, WP_208590310.1, WP_208590567.1												
OG0002822		WP_208587510.1	WP_208587510.1	WP_002811759.1	WP_002811759.1	WP_002811759.1		WP_002811759.1	WP_002811759.1	WP_002811759.1	WP_002811759.1	WP_002811759.1		
OG0002823		WP_208587773.1	WP_208587773.1				WP_108858327.1	WP_234419754.1	WP_234418663.1	WP_234407961.1	WP_234420807.1	WP_234410107.1	WP_234418011.1	WP_108858327.1
OG0002824		WP_208587790.1	WP_208587790.1	WP_002808230.1	WP_002808230.1	WP_002808230.1	WP_002808230.1	WP_002808230.1	WP_002808230.1				WP_002808230.1	WP_002808230.1
OG0002825		WP_208588053.1	WP_208588053.1	WP_002809625.1	WP_108835060.1	WP_002809625.1		WP_002809625.1	WP_108851026.1	WP_002809625.1	WP_002809625.1	WP_002809625.1		
OG0002826		WP_208589093.1	WP_208589093.1				WP_002804321.1	WP_088062704.1	WP_088062704.1	WP_002804321.1	WP_002804321.1	WP_002804321.1	WP_002804321.1	WP_002804321.1
OG0002827		WP_208589094.1	WP_208589094.1				WP_002804324.1	WP_002804324.1	WP_231892773.1	WP_231892773.1	WP_002804324.1	WP_002804324.1	WP_002804324.1	WP_002804324.1
OG0002828		WP_208590035.1	WP_208590035.1				WP_199913044.1	WP_167701829.1	WP_082244167.1	WP_082244167.1	WP_199912716.1	WP_199915091.1	WP_199914936.1	WP_167701829.1
OG0002829		WP_208591364.1	WP_238135689.1			WP_065975223.1	WP_065975223.1	WP_065975223.1		WP_065975223.1	WP_065975223.1	WP_065975223.1	WP_065975223.1	WP_065975223.1
OG0002830		WP_208591833.1	WP_208591833.1	WP_199915542.1	WP_002803836.1	WP_088062303.1		WP_088062303.1	WP_002803836.1	WP_002803836.1	WP_002803836.1	WP_002803836.1		
OG0002831		WP_208591883.1	WP_208591883.1				WP_088057161.1	WP_002804301.1	WP_002804301.1	WP_002804301.1	WP_002804301.1	WP_002804301.1	WP_088057161.1	WP_088057161.1
OG0002832		WP_238135537.1	WP_238135537.1	WP_040763053.1	WP_040763053.1	WP_231895683.1		WP_231895683.1	WP_040763053.1	WP_040763053.1	WP_040763053.1	WP_040763053.1		
OG0002833			WP_208586298.1, WP_208586473.1, WP_208586748.1, WP_208587284.1, WP_208587669.1, WP_208587675.1, WP_208589608.1, WP_208590298.1, WP_208590310.1, WP_208590567.1											
OG0002834			WP_238135753.1		WP_002804299.1		WP_088057159.1	WP_002804299.1	WP_002804299.1	WP_002804299.1	WP_002804299.1	WP_002804299.1	WP_088057159.1	WP_088057159.1
OG0002835				WP_002801620.1	WP_002801620.1	WP_002801620.1	WP_002801620.1	WP_002801620.1	WP_002801620.1	WP_002801620.1		WP_002801620.1	WP_002801620.1	WP_002801620.1
OG0002836				WP_002801629.1	WP_108834751.1	WP_108772864.1	WP_108780218.1	WP_108772864.1		WP_002801629.1	WP_002801629.1	WP_002801629.1	WP_108780218.1	WP_108780218.1
OG0002837				WP_002801633.1	WP_002801633.1	WP_002801633.1	WP_002801633.1	WP_002801633.1		WP_002801633.1	WP_002801633.1	WP_002801633.1	WP_002801633.1	WP_002801633.1
OG0002838				WP_002804277.1	WP_002804277.1	WP_002804277.1	WP_002804277.1		WP_002804277.1	WP_002804277.1	WP_002804277.1	WP_002804277.1	WP_002804277.1	WP_002804277.1
OG0002839				WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	WP_002807978.1	
OG0002840				WP_002809135.1	WP_002809135.1		WP_088057069.1	WP_002809135.1	WP_002809135.1	WP_002809135.1	WP_002809135.1	WP_002809135.1	WP_088057069.1	WP_088057069.1
OG0002841				WP_002809207.1, WP_108796715.1	WP_002809207.1		WP_002809207.1		WP_002809207.1	WP_002809207.1	WP_002809207.1	WP_002809207.1	WP_002809207.1	WP_002809207.1
OG0002842				WP_002810060.1	WP_002810060.1	WP_002810060.1	WP_002810060.1		WP_002810060.1	WP_002810060.1	WP_002810060.1	WP_002810060.1	WP_002810060.1	WP_002810060.1
OG0002843				WP_002810061.1	WP_002810061.1	WP_088061277.1	WP_002810061.1		WP_002810061.1	WP_002810061.1	WP_002810061.1	WP_002810061.1	WP_002810061.1	WP_002810061.1
OG0002844				WP_002812779.1	WP_088056855.1, WP_108835134.1, WP_234423310.1		WP_088056855.1		WP_108884114.1, WP_234418693.1			WP_108866183.1	WP_088056855.1	WP_088056855.1
OG0002845				WP_040763000.1	WP_040763000.1		WP_040763000.1	WP_040763000.1	WP_040763000.1	WP_040763000.1	WP_040763000.1	WP_040763000.1	WP_040763000.1	WP_040763000.1
OG0002846				WP_052032160.1	WP_052032160.1	WP_052032160.1	WP_052032160.1	WP_052032160.1		WP_234407775.1	WP_234407775.1	WP_052032160.1	WP_052032160.1	WP_052032160.1
OG0002847				WP_082244181.1	WP_082244181.1	WP_088060933.1	WP_234407990.1		WP_234407990.1	WP_234407990.1	WP_082244181.1	WP_082244181.1	WP_082244181.1	WP_082244181.1
OG0002848				WP_108775322.1, WP_108776275.1, WP_108776309.1, WP_108790112.1, WP_108796817.1, WP_108796829.1, WP_159087940.1, WP_159088916.1, WP_159089048.1	WP_108807036.1									
OG0002849				WP_108834755.1	WP_108834755.1	WP_088062561.1	WP_231895778.1	WP_088062561.1		WP_234407836.1	WP_108834755.1	WP_108834755.1	WP_231895778.1	WP_231895778.1
OG0002850				WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	WP_145953992.1	
OG0002851				WP_145954071.1		WP_145953973.1	WP_145954071.1	WP_134656582.1	WP_234408200.1	WP_145954091.1	WP_145954071.1	WP_145954071.1	WP_145954071.1	WP_145954071.1
OG0002852				WP_145954072.1	WP_145954090.1		WP_145954090.1	WP_134656633.1	WP_145954090.1	WP_159087636.1	WP_145954072.1	WP_145954072.1	WP_145954090.1	WP_145954090.1
OG0002853				WP_156775348.1	WP_156775348.1	WP_156775348.1	WP_156775348.1	WP_156775348.1	WP_156775348.1		WP_156775348.1	WP_156775348.1	WP_156775348.1	WP_156775348.1
OG0002854				WP_156775362.1	WP_156775362.1	WP_156775362.1	WP_156775362.1	WP_156775362.1	WP_156775362.1	WP_156775362.1	WP_156775362.1	WP_156775362.1		WP_156775362.1
OG0002855				WP_156775363.1	WP_156775363.1	WP_156775363.1	WP_156775363.1	WP_156775363.1	WP_156775363.1	WP_156775363.1	WP_156775363.1	WP_156775363.1		WP_156775363.1
OG0002856				WP_159087982.1, WP_159089051.1, WP_159089056.1	WP_159089051.1, WP_159089612.1, WP_159089664.1, WP_159089711.1	WP_159087850.1, WP_159087982.1					WP_002812159.1			
OG0002857				WP_159089028.1	WP_159093422.1, WP_254214375.1	WP_162597167.1		WP_134656602.1	WP_159087697.1	WP_234407802.1		WP_159089924.1	WP_159088640.1	WP_159087662.1
OG0002858				WP_234421211.1	WP_234423305.1		WP_234419613.1	WP_280176621.1	WP_234418689.1	WP_234407767.1	WP_234420789.1	WP_234410094.1	WP_234418032.1	WP_234409136.1
OG0002859				WP_234421260.1	WP_234423301.1		WP_231892771.1	WP_231895736.1	WP_159088668.1	WP_231892771.1	WP_231892771.1	WP_231892771.1	WP_159088648.1	WP_231892771.1
OG0002860				WP_267896034.1		WP_267896034.1	WP_267896034.1	WP_267896034.1	WP_267896034.1	WP_267896034.1	WP_267896034.1	WP_267896034.1	WP_267896034.1	WP_267896034.1
OG0002861				WP_269456802.1	WP_269456802.1	WP_269456802.1	WP_276526629.1	WP_269456802.1	WP_269456802.1	WP_269456802.1	WP_269456802.1	WP_269456802.1	WP_276526629.1	
OG0002862					WP_088056948.1	WP_088061152.1	WP_088056948.1	WP_088061152.1	WP_088056948.1	WP_108772752.1	WP_108840892.1	WP_108772752.1	WP_088056948.1	WP_088056948.1
OG0002863		WP_208586398.1	WP_208586398.1	WP_040762340.1	WP_040762340.1	WP_040762340.1	WP_040762340.1	WP_040762340.1					WP_040762340.1	WP_040762340.1
OG0002864		WP_208586445.1	WP_208586445.1	WP_002806879.1			WP_002806879.1			WP_002806879.1	WP_002806879.1	WP_002806879.1	WP_002806879.1	WP_002806879.1
OG0002865		WP_208586449.1	WP_208586449.1	WP_145954055.1			WP_145954055.1			WP_145954055.1	WP_145954055.1	WP_145954055.1	WP_145954055.1	WP_145954055.1
OG0002866		WP_208586466.1	WP_208586466.1		WP_088056787.1	WP_088056787.1	WP_088056787.1	WP_088056787.1	WP_088056787.1				WP_088056787.1	WP_088056787.1
OG0002867		WP_208587881.1	WP_208587881.1	WP_002808424.1	WP_002808424.1	WP_002808424.1		WP_002808424.1	WP_002808424.1		WP_002808424.1			WP_002808424.1
OG0002868		WP_208589726.1	WP_208589726.1		WP_088056682.1	WP_088061126.1	WP_088056682.1	WP_088061126.1	WP_088056682.1				WP_088056682.1	WP_088056682.1
OG0002869		WP_208590960.1	WP_208590960.1	WP_068509661.1	WP_068509661.1	WP_088060965.1				WP_068509661.1	WP_068509661.1		WP_068509661.1	WP_068509661.1
OG0002870		WP_208591341.1	WP_238135701.1	WP_065975207.1			WP_065975207.1			WP_065975207.1	WP_065975207.1	WP_065975207.1	WP_065975207.1	WP_065975207.1
OG0002871		WP_208591342.1	WP_208591342.1	WP_065975209.1			WP_065975209.1			WP_065975209.1	WP_065975209.1	WP_065975209.1	WP_065975209.1	WP_065975209.1
OG0002872		WP_208591345.1	WP_238135700.1	WP_065975210.1			WP_065975210.1			WP_065975210.1	WP_065975210.1	WP_065975210.1	WP_065975210.1	WP_065975210.1
OG0002873		WP_208591347.1	WP_238135699.1	WP_065975212.1			WP_088056842.1			WP_065975212.1	WP_065975212.1	WP_065975212.1	WP_088056842.1	WP_088056842.1
OG0002874		WP_208591353.1				WP_083215074.1	WP_083215074.1	WP_083215074.1		WP_083215074.1	WP_083215074.1	WP_083215074.1	WP_083215074.1	WP_083215074.1
OG0002875		WP_208591851.1	WP_208591851.1	WP_199915528.1	WP_199913822.1					WP_199910102.1, WP_301931003.1	WP_199910102.1	WP_199910102.1, WP_301931003.1		
OG0002876		WP_208591860.1	WP_208591860.1	WP_257784596.1	WP_257784596.1				WP_156775342.1	WP_156775342.1	WP_257784596.1	WP_257784596.1		WP_257784596.1
OG0002877		WP_238135714.1	WP_238135714.1	WP_234419441.1		WP_088061146.1, WP_231895684.1, WP_231895717.1	WP_088056950.1						WP_088056950.1	WP_088056950.1
OG0002878				WP_002802323.1	WP_002802323.1	WP_002802323.1		WP_002802323.1	WP_002802323.1	WP_002802323.1	WP_002802323.1	WP_002802323.1	WP_002802323.1	
OG0002879				WP_002802508.1	WP_199912945.1		WP_002802508.1		WP_199912945.1	WP_002802508.1	WP_002802508.1	WP_002802508.1	WP_002802508.1	WP_002802508.1
OG0002880				WP_002803115.1		WP_002803115.1	WP_002803115.1	WP_002803115.1		WP_002803115.1	WP_002803115.1	WP_002803115.1	WP_002803115.1	WP_002803115.1
OG0002881				WP_002803827.1	WP_002803827.1	WP_088060849.1	WP_088057088.1	WP_088060849.1	WP_002803827.1	WP_002803827.1	WP_002803827.1	WP_002803827.1		
OG0002882				WP_002803930.1		WP_002803930.1	WP_002803930.1	WP_002803930.1		WP_002803930.1	WP_002803930.1	WP_002803930.1	WP_002803930.1	WP_002803930.1
OG0002883				WP_002805837.1	WP_108835117.1		WP_002805837.1		WP_108835117.1	WP_002805837.1	WP_002805837.1	WP_002805837.1	WP_002805837.1	WP_002805837.1
OG0002884				WP_002806651.1	WP_002806651.1	WP_088061073.1	WP_002806651.1	WP_088061073.1			WP_002806651.1	WP_002806651.1	WP_002806651.1	WP_002806651.1
OG0002885				WP_002806701.1		WP_002806701.1	WP_002806701.1	WP_002806701.1		WP_002806701.1	WP_002806701.1	WP_002806701.1	WP_002806701.1	WP_002806701.1
OG0002886				WP_002807733.1		WP_002807733.1	WP_002807733.1	WP_002807733.1		WP_002807733.1	WP_002807733.1	WP_002807733.1	WP_002807733.1	WP_002807733.1
OG0002887				WP_002807738.1		WP_109170841.1	WP_002807738.1	WP_002807738.1		WP_002807738.1	WP_002807738.1	WP_002807738.1	WP_002807738.1	WP_002807738.1
OG0002888				WP_002807948.1	WP_002807948.1		WP_002807948.1		WP_002807948.1	WP_002807948.1	WP_002807948.1	WP_002807948.1	WP_002807948.1	WP_002807948.1
OG0002889				WP_002808399.1	WP_002808399.1		WP_002808399.1		WP_002808399.1	WP_002808399.1	WP_002808399.1	WP_002808399.1	WP_002808399.1	WP_002808399.1
OG0002890				WP_002808430.1	WP_002808430.1		WP_002808430.1		WP_002808430.1	WP_002808430.1	WP_002808430.1	WP_002808430.1	WP_002808430.1	WP_002808430.1
OG0002891				WP_002809139.1	WP_108835082.1		WP_088057068.1		WP_108835082.1	WP_002809139.1	WP_002809139.1	WP_002809139.1	WP_088057068.1	WP_088057068.1
OG0002892				WP_002811375.1	WP_108834896.1		WP_002811375.1		WP_108834896.1	WP_002811375.1	WP_002811375.1	WP_002811375.1	WP_002811375.1	WP_002811375.1
OG0002893				WP_002811421.1		WP_231895636.1	WP_231892716.1	WP_081027779.1		WP_231892716.1	WP_231892716.1	WP_231892716.1	WP_231892716.1	WP_231892716.1
OG0002894				WP_002811424.1		WP_002811424.1	WP_002811424.1	WP_002811424.1		WP_002811424.1	WP_002811424.1	WP_002811424.1	WP_002811424.1	WP_002811424.1
OG0002895				WP_002813701.1	WP_002813701.1		WP_002813701.1		WP_002813701.1	WP_002813701.1	WP_002813701.1	WP_002813701.1	WP_002813701.1	WP_002813701.1
OG0002896				WP_002814154.1	WP_002814154.1		WP_002814154.1		WP_002814154.1	WP_002814154.1	WP_002814154.1	WP_002814154.1	WP_002814154.1	WP_002814154.1
OG0002897				WP_002814396.1	WP_002814396.1		WP_002814396.1		WP_002814396.1	WP_002814396.1	WP_002814396.1	WP_002814396.1	WP_002814396.1	WP_002814396.1
OG0002898				WP_002814404.1	WP_002814404.1		WP_002814404.1		WP_002814404.1	WP_002814404.1	WP_002814404.1	WP_002814404.1	WP_002814404.1	WP_002814404.1
OG0002899				WP_002814406.1		WP_088061132.1	WP_002814406.1	WP_088061132.1		WP_002814406.1	WP_002814406.1	WP_002814406.1	WP_002814406.1	WP_002814406.1
OG0002900				WP_002814574.1	WP_145954108.1		WP_145954108.1		WP_145954108.1	WP_145954108.1	WP_145954108.1	WP_145954108.1	WP_145954108.1	WP_145954108.1
OG0002901				WP_039434960.1		WP_039434960.1	WP_039434960.1	WP_039434960.1		WP_039434960.1	WP_039434960.1	WP_039434960.1	WP_039434960.1	WP_039434960.1
OG0002902				WP_040761833.1	WP_040761833.1		WP_040761833.1		WP_040761833.1	WP_040761833.1	WP_040761833.1	WP_040761833.1	WP_040761833.1	WP_040761833.1
OG0002903				WP_040762589.1		WP_040762589.1	WP_040762589.1	WP_040762589.1		WP_040762589.1	WP_040762589.1	WP_040762589.1	WP_040762589.1	WP_040762589.1
OG0002904				WP_040762650.1		WP_088062450.1	WP_040762650.1	WP_088062450.1		WP_040762650.1	WP_040762650.1	WP_040762650.1	WP_040762650.1	WP_040762650.1
OG0002905				WP_040762711.1		WP_088062665.1	WP_040762711.1	WP_088062665.1		WP_040762711.1	WP_040762711.1	WP_040762711.1	WP_040762711.1	WP_040762711.1
OG0002906				WP_082244163.1	WP_145954041.1		WP_145954041.1		WP_145954041.1	WP_145954041.1	WP_234420791.1	WP_145954041.1	WP_145954041.1	WP_145954041.1
OG0002907				WP_082244225.1	WP_082244225.1		WP_082244225.1		WP_082244225.1	WP_082244225.1	WP_082244225.1	WP_082244225.1	WP_082244225.1	WP_082244225.1
OG0002908				WP_082244335.1	WP_082244335.1		WP_108862506.1		WP_082244335.1	WP_108772770.1	WP_082244335.1	WP_108772770.1	WP_088056872.1	WP_108858335.1
OG0002909				WP_108772778.1	WP_108772778.1		WP_108772778.1		WP_108772778.1	WP_108772778.1	WP_108772778.1	WP_108772778.1	WP_108772778.1	WP_108772778.1
OG0002910				WP_108830571.1		WP_088061015.1	WP_088056655.1	WP_088061015.1		WP_108830571.1	WP_108830571.1	WP_108830571.1	WP_088056655.1	WP_088056655.1
OG0002911				WP_134656583.1		WP_002807938.1	WP_002807938.1	WP_134656583.1		WP_002807938.1	WP_134656583.1	WP_134656583.1	WP_002807938.1	WP_002807938.1
OG0002912				WP_145954051.1	WP_145954051.1		WP_145954051.1		WP_145954051.1	WP_145954051.1	WP_145954051.1	WP_156775350.1	WP_145954051.1	WP_156775350.1
OG0002913				WP_159087618.1	WP_040762790.1		WP_159087618.1		WP_159087618.1	WP_159087618.1	WP_159087618.1	WP_159087618.1	WP_159087618.1	WP_159087618.1
OG0002914				WP_159087908.1, WP_159087998.1, WP_159088901.1	WP_159087908.1, WP_159087909.1, WP_159087998.1	WP_159087908.1, WP_159087909.1, WP_159087998.1								
OG0002915				WP_172404498.1	WP_172404498.1		WP_172404498.1		WP_172404498.1	WP_172404498.1	WP_172404498.1	WP_172404498.1	WP_172404498.1	WP_172404498.1
OG0002916				WP_199915460.1		WP_172402136.1	WP_172404491.1	WP_172402136.1		WP_172404491.1	WP_172404491.1	WP_172404491.1	WP_172404491.1	WP_172404491.1
OG0002917				WP_231892662.1	WP_231892662.1		WP_231892662.1		WP_231892662.1	WP_231892662.1	WP_231892662.1	WP_231892662.1	WP_231892662.1	WP_231892662.1
OG0002918				WP_231892698.1	WP_231892698.1		WP_231892698.1		WP_108884107.1	WP_231892698.1	WP_231892698.1	WP_231892698.1	WP_231892698.1	WP_231892698.1
OG0002919				WP_231892712.1	WP_231895755.1		WP_231895755.1		WP_231895755.1	WP_002804807.1	WP_231892712.1	WP_231892712.1	WP_231895755.1	WP_231895755.1
OG0002920				WP_234421219.1	WP_199912915.1		WP_172404512.1		WP_199912915.1	WP_167699506.1	WP_167699506.1	WP_167699506.1	WP_172404512.1	WP_172404512.1
OG0002921				WP_254212331.1	WP_250637301.1		WP_254210903.1		WP_254210903.1	WP_250637301.1	WP_254210903.1	WP_250637301.1	WP_250637301.1	WP_250637301.1
OG0002922				WP_261340634.1		WP_269456807.1	WP_261340634.1	WP_269456807.1		WP_261340634.1	WP_261340634.1	WP_261340634.1	WP_261340634.1	WP_261340634.1
OG0002923					WP_002804328.1		WP_002804328.1	WP_002804328.1	WP_002804328.1	WP_002804328.1	WP_002804328.1	WP_002804328.1	WP_002804328.1	WP_002804328.1
OG0002924					WP_002804329.1		WP_002804329.1	WP_002804329.1	WP_002804329.1	WP_002804329.1	WP_002804329.1	WP_002804329.1	WP_002804329.1	WP_002804329.1
OG0002925					WP_159087645.1		WP_159087645.1	WP_156775344.1	WP_159087645.1	WP_156775344.1	WP_156775344.1	WP_156775344.1	WP_159087645.1	WP_159087645.1
OG0002926					WP_234423302.1		WP_134656646.1	WP_134656646.1	WP_134656646.1	WP_134656646.1	WP_134656646.1	WP_134656646.1	WP_134656646.1	WP_134656646.1
OG0002927		WP_208587960.1	WP_208587960.1	WP_002809809.1		WP_002809809.1		WP_234407770.1		WP_234407770.1	WP_234407770.1	WP_234407770.1		
OG0002928		WP_208587998.1	WP_208587998.1	WP_002809765.1		WP_088060905.1	WP_108772734.1	WP_134656572.1	WP_108772734.1	WP_108832266.1				
OG0002929		WP_208590835.1	WP_208590835.1		WP_108834888.1, WP_108834918.1	WP_088061157.1		WP_088061157.1	WP_108884100.1, WP_108884104.1					
OG0002930		WP_208591887.1	WP_208591887.1		WP_199912950.1			WP_167699514.1	WP_199912950.1	WP_167699514.1	WP_167699514.1	WP_167699514.1		
OG0002931		WP_238135509.1, WP_238135512.1	WP_238135509.1, WP_238135512.1	WP_234407779.1						WP_234407779.1	WP_234407779.1	WP_234407779.1		
OG0002932				WP_002802525.1	WP_002802525.1		WP_002802525.1		WP_002802525.1	WP_002802525.1		WP_002802525.1	WP_002802525.1	WP_002802525.1
OG0002933				WP_002804165.1	WP_002804165.1		WP_002804165.1			WP_234408043.1	WP_002804165.1	WP_002804165.1	WP_002804165.1	WP_002804165.1
OG0002934				WP_002809141.1	WP_002809141.1	WP_002809141.1		WP_002809141.1	WP_002809141.1	WP_002809141.1	WP_002809141.1	WP_002809141.1		
OG0002935				WP_002814551.1	WP_108835046.1	WP_002814551.1	WP_234419610.1	WP_002814551.1	WP_108835046.1	WP_002814551.1		WP_002814551.1		
OG0002936				WP_052032172.1	WP_052032172.1	WP_052032172.1	WP_052032172.1				WP_052032172.1	WP_052032172.1	WP_052032172.1	WP_052032172.1
OG0002937				WP_065975372.1	WP_065975372.1				WP_159087634.1	WP_159087634.1	WP_065975372.1	WP_065975372.1	WP_065975372.1	WP_159087634.1
OG0002938					WP_156775339.1		WP_157276281.1		WP_156775339.1	WP_156775339.1	WP_157276281.1	WP_156775339.1	WP_157276281.1	WP_157276281.1
OG0002939						WP_065975225.1	WP_065975225.1	WP_065975225.1		WP_065975225.1	WP_065975225.1	WP_065975225.1	WP_065975225.1	WP_065975225.1
OG0002940						WP_065975229.1	WP_065975229.1	WP_065975229.1		WP_065975229.1	WP_065975229.1	WP_065975229.1	WP_065975229.1	WP_065975229.1
OG0002941						WP_065975232.1	WP_065975232.1	WP_065975232.1		WP_065975232.1	WP_065975232.1	WP_065975232.1	WP_065975232.1	WP_065975232.1
